BaseUrl,https://raw.githubusercontent.com/your-org/your-repo/main/audio,,,,,
CsvVersion,18,,,,,
CueId,Notes,StemFileName,Version,Action,Volume,Speed
STOP_ALL,Kill everything,,,StopAll,,2
A_SQ001,Prologue audio only,,,,,
B_SQ001,Prologue audio only,,,,,
C_SQ001,Prologue audio only,,,,,
A_SQ101,Scene 1,,,,,
B_SQ101,Scene 1,,,,,
C_SQ101,Scene 1,,,,,
A_SQ201,Loop pop bridge and synth,SQ201_Hustle_Pop,2,Loop,100,0
A_SQ201,,SQ201_Hustle_Bridge,2,Loop,0,0
A_SQ201,,SQ201_Hustle_Synth,2,Loop,0,0
B_SQ201,M1 Play all loops,SQ201_Light_Pop,2,Loop,100,0
B_SQ201,,SQ201_Light_Bridge,2,Loop,0,0
B_SQ201,,SQ201_Light_Rock1,2,Loop,0,0
B_SQ201,,SQ201_Light_Rock2,2,Loop,0,0
B_VQ201,M1 { ENABLE } Hexagonal Light Bloom w/ Boombox,,,,,
C_SQ201,M1 Loop Drone 1,SQ201_Voice_Drone1,2,Loop,100,3
C_VQ201,M1 { ENABLE } Collage C_VQ201_COLLAGE_PREVIEW_37SEC,,,Hold at end,,
C_VQ201.1,M12 { DISABLE } Collage C_VQ201_COLLAGE_PREVIEW_37SEC,,,2sec fade out,,
B_VQ201.1,M5 { ENABLE } Blue Butterflies,,,,,
B_VQ201.2,M9 { ENABLE } Bee Swarm,,,,,
A_SQ202,Volume down on pop and up on bridge,SQ201_Hustle_Pop,2,Hold,0,0
A_SQ202,,SQ201_Hustle_Bridge,2,Hold,100,0
A_SQ202,,SQ201_Hustle_Synth,2,Hold,0,0
B_SQ202,M13 Volume down on pop up on bridge,SQ201_Light_Pop,2,Hold,0,0
B_SQ202,,SQ201_Light_Bridge,2,Hold,100,0
B_SQ202,,SQ201_Light_Rock1,2,Hold,0,0
B_SQ202,,SQ201_Light_Rock2,2,Hold,0,0
B_VQ202,M13 { ENABLE } Lilac Petals / Purple Trails,,,,,
C_SQ202,M6 Trigger machine and Loop Synth 1,SQ202_Machine,2,OneShot,100,0
C_SQ202,,SQ201_Voice_Drone1,2,Hold,100,0
C_SQ202,,SQ202_Voice_Synth1,2,Loop,100,3
C_VQ202.1,M12 { START } Bird Swarm,,,,,
A_SQ203,Volume up on pop and down on bridge,SQ201_Hustle_Pop,2,Hold,100,0
A_SQ203,,SQ201_Hustle_Bridge,2,Hold,0,0
A_SQ203,,SQ201_Hustle_Synth,2,Hold,0,0
B_SQ203,M22 Volume down on bridge up on pop,SQ201_Light_Pop,2,Hold,100,0
B_SQ203,,SQ201_Light_Bridge,2,Hold,0,0
B_SQ203,,SQ201_Light_Rock1,2,Hold,0,0
B_SQ203,,SQ201_Light_Rock2,2,Hold,0,0
C_SQ203,M14 Trigger machine fade and stop Drone 1,SQ202_Machine,2,OneShot,100,0
C_SQ203,,SQ201_Voice_Drone1,2,Stop,0,3
C_SQ203,,SQ202_Voice_Synth1,2,Hold,100,0
A_SQ204,Volume down on pop and up on bridge,SQ201_Hustle_Pop,2,Hold,0,0
A_SQ204,,SQ201_Hustle_Bridge,2,Hold,100,0
A_SQ204,,SQ201_Hustle_Synth,2,Hold,0,0
B_SQ204,M34 Volume down on pop up on bridge,SQ201_Light_Pop,2,Hold,0,0
B_SQ204,,SQ201_Light_Bridge,2,Hold,100,0
B_SQ204,,SQ201_Light_Rock1,2,Hold,0,0
B_SQ204,,SQ201_Light_Rock2,2,Hold,0,0
C_SQ204,M16 Trigger machine Loop Drone 2 fade and stop Synth 1,SQ202_Machine,2,OneShot,100,0
C_SQ204,,SQ204_Voice_Drone2,2,Loop,100,3
C_SQ204,,SQ202_Voice_Synth1,2,Stop,0,3
A_SQ205,Volume up on pop and down on bridge,SQ201_Hustle_Pop,2,Hold,100,0
A_SQ205,,SQ201_Hustle_Bridge,2,Hold,0,0
A_SQ205,,SQ201_Hustle_Synth,2,Hold,0,0
B_SQ205,M43 Volume down on bridge up on rock1,SQ201_Light_Pop,2,Hold,0,0
B_SQ205,,SQ201_Light_Bridge,2,Hold,0,0
B_SQ205,,SQ201_Light_Rock1,2,Hold,100,0
B_SQ205,,SQ201_Light_Rock2,2,Hold,0,0
C_SQ205,M24 Trigger machine and Loop Synth 2,SQ202_Machine,2,OneShot,100,0
C_SQ205,,SQ204_Voice_Drone2,2,Hold,100,0
C_SQ205,,SQ205_Voice_Synth2,2,Loop,100,3
A_SQ206,Stop pop and bridge volume up on synth,SQ201_Hustle_Pop,2,Stop,0,0
A_SQ206,,SQ201_Hustle_Bridge,2,Stop,0,0
A_SQ206,,SQ201_Hustle_Synth,2,Hold,100,0
B_SQ206,M51 Volume down on rock1 up on rock2,SQ201_Light_Pop,2,Hold,0,0
B_SQ206,,SQ201_Light_Bridge,2,Hold,0,0
B_SQ206,,SQ201_Light_Rock1,2,Hold,0,0
B_SQ206,,SQ201_Light_Rock2,2,Hold,100,0
B_VQ206,M51 { ENABLE } Leaves,,,,,
C_SQ206,M28 Trigger machine,SQ202_Machine,2,OneShot,100,0
C_SQ206,,SQ204_Voice_Drone2,2,Hold,100,0
C_SQ206,,SQ205_Voice_Synth2,2,Hold,100,0
C_VQ203,M14 { ENABLE } Birds land/stare,,,,,
A_SQ207,Stop synth volume up on drone,SQ201_Hustle_Synth,2,Stop,0,0
A_SQ207,,SQ201_Hustle_Drone,2,Loop,100,0
B_SQ207,M57 Volume down on rock2 up on rock1,SQ201_Light_Pop,2,Hold,0,0
B_SQ207,,SQ201_Light_Bridge,2,Hold,0,0
B_SQ207,,SQ201_Light_Rock1,2,Hold,100,0
B_SQ207,,SQ201_Light_Rock2,2,Hold,0,0
C_SQ207,M32 Trigger machine and Helicopter,SQ202_Machine,2,OneShot,100,0
C_SQ207,,SQ204_Voice_Drone2,2,Hold,100,0
C_SQ207,,SQ205_Voice_Synth2,2,Hold,100,0
C_SQ207,,SQ207_Helicopter,2,OneShot,100,0
A_SQ208,Fade drone,SQ201_Hustle_Drone,2,Stop,0,5
B_SQ208,M63 Stop rock1 volume up on rock2,SQ201_Light_Pop,2,Hold,0,0
B_SQ208,,SQ201_Light_Bridge,2,Hold,0,0
B_SQ208,,SQ201_Light_Rock1,2,Stop,0,0
B_SQ208,,SQ201_Light_Rock2,2,Hold,100,0
B_VQ208,"M63 { ENABLE } Snowflakes 
{ DISABLE } Everything except Boombox",,,,,
C_SQ208,M35 Trigger machine and Helicopter,SQ202_Machine,2,OneShot,100,0
C_SQ208,,SQ204_Voice_Drone2,2,Hold,100,0
C_SQ208,,SQ205_Voice_Synth2,2,Hold,100,0
C_SQ208,,SQ207_Helicopter,2,OneShot,100,0
A_SQ209,,,,,,
B_SQ209,M69 Stop rock2 volume up on bridge,SQ201_Light_Pop,2,Hold,100,0
B_SQ209,,SQ201_Light_Bridge,2,Hold,0,0
B_SQ209,,SQ201_Light_Rock2,2,Stop,0,0
C_SQ209,M39 Trigger Helicopter fade and stop drone 2,SQ204_Voice_Drone2,2,Stop,0,3
C_SQ209,,SQ205_Voice_Synth2,2,Hold,100,0
C_SQ209,,SQ207_Helicopter,2,OneShot,100,0
A_SQ210,,,,,,
B_SQ210,M82 Stop bridge volume up on pop,SQ201_Light_Pop,2,Hold,100,0
B_SQ210,,SQ201_Light_Bridge,2,Stop,0,0
C_SQ210,M40 Trigger machine,SQ202_Machine,2,OneShot,100,0
C_SQ210,,SQ205_Voice_Synth2,2,Hold,100,0
A_SQ211,,,,,,
B_SQ211,M89 Stop pop,SQ201_Light_Pop,2,Stop,0,0
C_SQ211,M43 Trigger machine Loop Drone 3 fade out Synth 2,SQ202_Machine,2,OneShot,100,0
C_SQ211,,SQ211_Voice_Drone3,2,Loop,100,3
C_SQ211,,SQ205_Voice_Synth2,2,Stop,0,3
A_SQ212,,,,,,
